Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
HotelCityPalace,3.5,590.0,30.706413,76.764039,Transportation,RailwayStation,7,24,7038.399999999999,3.4924114671163573
TeamAhitaanFilm,5.0,1.0,30.706437,76.764047,Entertainment,MovieTheater,7,24,7038.399999999999,2.75
POWERLIFTGYM,4.7,59.0,30.706344,76.763785,Fitness&Wellness,Gym,7,24,7038.399999999999,4.569354838709673
Devsamajcollegeforwomen,4.2,407.0,30.707381,76.764799,EducationalInstitute,College,7,24,7038.399999999999,4.183902439024419
Devsamajcollegeforwomen,4.2,407.0,30.707381,76.764799,EducationalInstitute,University,7,24,7038.399999999999,4.183902439024419
ShriMaaMansaTraders|OzoneDealer,4.4,9.0,30.706829,76.764037,Shop,HardwareStore,7,24,7038.399999999999,3.8
VikasSales,4.7,132.0,30.706716,76.764001,Shop,HardwareStore,7,24,7038.399999999999,4.6400000000000015
ShivDairy,4.2,11.0,30.70792,76.764016,Shop,Diary,7,24,7038.399999999999,3.728571428571429
MarshalElectronics,4.8,1117.0,30.705851,76.763794,Shop,Electronics,7,24,7038.399999999999,4.792500000000099
HotelCityPalace,3.5,590.0,30.706413,76.764039,Hotel,Hostelsforstayingnearme,7,24,7038.399999999999,3.4924114671163573
HotelCityPalace,3.5,590.0,30.706413,76.764039,Hotel,Hotels,7,24,7038.399999999999,3.4924114671163573
OYO26919HotelNewGolden,3.1,177.0,30.707069,76.764022,Hotel,Hotels,7,24,7038.399999999999,3.0816666666666763
HoteltheDiamondRing,3.4,134.0,30.705887,76.763823,Hotel,Hotels,7,24,7038.399999999999,3.369343065693423
Hotelroyalgolden,3.7,569.0,30.705833,76.763771,Hotel,Hotels,7,24,7038.399999999999,3.691083916083942
