Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
BK37,4.5,501.0,30.736991,76.750134,Restaurant,Bakery,19,11,8529.800000000001,4.485119047619048
CustomCakes|Bakery&CakeShopinSector37Chandigarh|BirthdayCake|Pastries,4.2,26.0,30.736973,76.750148,Restaurant,Bakery,19,11,8529.800000000001,3.97241379310345
Zorica's,4.1,53.0,30.737091,76.750107,Restaurant,Cafe,19,11,8529.800000000001,3.9874999999999967
BeeKayConfectioners,4.3,25.0,30.736302,76.749847,Restaurant,Bakery,19,11,8529.800000000001,4.053571428571427
CHDJuiceBar37,4.4,9.0,30.736184,76.75011,Restaurant,Bar,19,11,8529.800000000001,3.8
FunFeast,4.1,723.0,30.737211,76.750019,Restaurant,Pizzeria,19,11,8529.800000000001,4.091322314049533
Salon37Unisex,4.2,115.0,30.737503,76.749695,PersonalCare,HairSalon,19,11,8529.800000000001,4.144067796610162
AnandChemists,5.0,3.0,30.736871,76.750272,Shop,Pharmacy,19,11,8529.800000000001,3.5
VIVA-YourFamilyChemist,5.0,1.0,30.736766,76.750206,Shop,Pharmacy,19,11,8529.800000000001,2.75
Sandhira'sBeautySalon,4.8,30.0,30.736953,76.749703,Shop,BeautyParlour,19,11,8529.800000000001,4.545454545454546
SINGLAELECTRONICS,4.0,12.0,30.736554,76.749768,Shop,Electronics,19,11,8529.800000000001,3.6
EduwaiveFoundation,4.8,25.0,30.735861,76.750279,Office,Non-ProfitOrganization,19,11,8529.800000000001,4.499999999999998
CyberPoint,4.0,4.0,30.736006,76.750132,Office,MediaCompany,19,11,8529.800000000001,3.142857142857143
DuggalGupta&Associates,5.0,52.0,30.736748,76.749581,Office,AccountingFirm,19,11,8529.800000000001,4.836363636363636
GoldenBrooks,5.0,1.0,30.736953,76.749703,Hotel,Hotels,19,11,8529.800000000001,2.75
