Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
AutoLPGSTATION,4.4,37.0,30.724181,76.770894,FuelStation,LPGStation,24,24,2495.6000000000004,4.220000000000002
KapoorServiceStation,4.2,60.0,30.724066,76.770854,FuelStation,LPGStation,24,24,2495.6000000000004,4.0952380952380905
PowerbankChargingStation,5.0,1.0,30.718145,76.776171,FuelStation,ElectricalChargingStation,24,24,2495.6000000000004,2.75
ElectricVehicleChargingStation,5.0,1.0,30.70409,76.802541,FuelStation,ElectricalChargingStation,24,24,2495.6000000000004,2.75
BPCLPetrolPump,3.8,265.0,30.729383,76.766404,FuelStation,PetrolPump,24,24,2495.6000000000004,3.779850746268639
BPCLPetrolPump,3.8,265.0,30.729383,76.766404,FuelStation,LPGStation,24,24,2495.6000000000004,3.779850746268639
"BPCL,ShyamaShyamFillingStation",3.8,158.0,30.72906,76.765775,FuelStation,LPGStation,24,24,2495.6000000000004,3.766459627329192
Indane-PuniaGasService,3.1,70.0,30.709731,76.772789,FuelStation,LPGStation,24,24,2495.6000000000004,3.054794520547942
ChargeZoneChargingStation,5.0,1.0,30.72684,76.767139,FuelStation,ElectricalChargingStation,24,24,2495.6000000000004,2.75
IndianOil,4.0,414.0,30.724312,76.770866,FuelStation,LPGStation,24,24,2495.6000000000004,3.985611510791367
BharatPetroleum,4.4,3067.0,30.723274,76.771616,FuelStation,PetrolPump,24,24,2495.6000000000004,4.397654723126802
IndianOil,4.1,359.0,30.718891,76.768166,FuelStation,PetrolPump,24,24,2495.6000000000004,4.082596685082856
IndianOil,4.1,617.0,30.720192,76.770317,FuelStation,PetrolPump,24,24,2495.6000000000004,4.089838709677372
"BPCL,ShyamaShyamFillingStation",3.8,158.0,30.72906,76.765775,FuelStation,PetrolPump,24,24,2495.6000000000004,3.766459627329192
IndianOil,4.0,414.0,30.724312,76.770866,FuelStation,PetrolPump,24,24,2495.6000000000004,3.985611510791367
HPPETROLPUMPSUDTRADERS,4.1,858.0,30.730425,76.773952,FuelStation,PetrolPump,24,24,2495.6000000000004,4.092682926829209
Pollutioncentre,4.2,847.0,30.740018,76.777654,FuelStation,PetrolPump,24,24,2495.6000000000004,4.192235294117588
IndianOil,3.6,140.0,30.736788,76.776088,FuelStation,LPGStation,24,24,2495.6000000000004,3.566433566433575
TataPowerChargingStation,4.0,13.0,30.699073,76.785557,FuelStation,ElectricalChargingStation,24,24,2495.6000000000004,3.625
CLUBHPPETROLPUMPVISHALSERVICESTATION,4.0,1633.0,30.705716,76.78751,FuelStation,PetrolPump,24,24,2495.6000000000004,3.996332518337408
BharatPetroleum,4.0,942.0,30.69622,76.787493,FuelStation,PetrolPump,24,24,2495.6000000000004,3.9936507936507937
Indane-PuniaGasService,3.1,70.0,30.709731,76.772789,FuelStation,PetrolPump,24,24,2495.6000000000004,3.054794520547942
HindustanPetroleum,4.0,402.0,30.718033,76.776222,FuelStation,PetrolPump,24,24,2495.6000000000004,3.9851851851851854
HindustanPetroleum,4.0,402.0,30.718033,76.776222,FuelStation,LPGStation,24,24,2495.6000000000004,3.9851851851851854
IndianOil,4.1,617.0,30.720192,76.770317,FuelStation,LPGStation,24,24,2495.6000000000004,4.089838709677372
IndianOil,3.6,140.0,30.736788,76.776088,FuelStation,PetrolPump,24,24,2495.6000000000004,3.566433566433575
Scoobyard-BestfastFoodRestaurantinChandigarh,3.3,4.0,30.694726,76.76969,Restaurant,FastFood,24,24,2495.6000000000004,2.742857142857143
"SodhisZaika,BestFastFood,StreetFoodinChandigarh",4.1,721.0,30.700667,76.765781,Restaurant,FastFood,24,24,2495.6000000000004,4.091298342541383
BlueNiteBeerBar&Restaurant,4.1,591.0,30.695946,76.768323,Restaurant,Bar,24,24,2495.6000000000004,4.089393939393895
Dominic'sPizza46,4.3,81.0,30.70051,76.765795,Restaurant,Pizzeria,24,24,2495.6000000000004,4.217857142857149
PizzaFreaker'z,4.1,137.0,30.701314,76.76524,Restaurant,Pizzeria,24,24,2495.6000000000004,4.05500000000001
Naina'sBakeryHomeBakeryinChandigarh,5.0,1.0,30.73228,76.770713,Restaurant,Bakery,24,24,2495.6000000000004,2.75
Kraftycones,5.0,39.0,30.700518,76.765787,Restaurant,IceCreamParlor,24,24,2495.6000000000004,4.785714285714286
