Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
NIKBAKER'S,4.3,2431.0,30.72159,76.760199,Restaurant,Bakery,13,20,8373.2,4.297165160230017
BurgerKing,4.3,4318.0,30.721188,76.759522,Restaurant,FastFood,13,20,8373.2,4.29840314741923
McDonald's,4.3,7305.0,30.721192,76.759461,Restaurant,FastFood,13,20,8373.2,4.299055829227739
OvenFresh,4.4,4654.0,30.721706,76.76025,Restaurant,Bakery,13,20,8373.2,4.398453940305003
Spices-HotelParkInn,3.9,94.0,30.721811,76.760402,Restaurant,Buffet,13,20,8373.2,3.841237113402058
PizzaHut,4.9,272.0,30.721091,76.759396,Restaurant,Pizzeria,13,20,8373.2,4.868363636363645
StateBankOfIndiaATM,3.1,9.0,30.721642,76.760246,FinancialInstitution,ATM,13,20,8373.2,2.8250000000000006
NCRCorporationIndiaPvtLtd,4.2,11.0,30.721199,76.759455,Office,CorporateOffice,13,20,8373.2,3.728571428571429
RyanMedia,5.0,4.0,30.721808,76.759796,Office,MediaCompany,13,20,8373.2,3.7142857142857135
HotelParkInn,4.1,2739.0,30.721839,76.760408,Hotel,Hotels,13,20,8373.2,4.097702407002395
