Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
BuffetHutMohali,4.0,2863.0,30.695763,76.71859,Restaurant,Buffet,3,0,5485.599999999999,3.997906489881368
ShivMandirchd,4.8,15.0,30.697218,76.738086,PilgrimagePlace,Temple,3,0,5485.599999999999,4.333333333333332
ShaniMandir,4.7,3.0,30.697186,76.737764,PilgrimagePlace,Temple,3,0,5485.599999999999,3.35
KaranTaxiStand,4.9,111.0,30.697666,76.721169,Transportation,TaxiStand,3,0,5485.599999999999,4.823684210526307
MohaliBusStand,5.0,1.0,30.696343,76.727763,Transportation,BusStop,3,0,5485.599999999999,2.75
BusStop,5.0,1.0,30.698018,76.731113,Transportation,BusStop,3,0,5485.599999999999,2.75
InterStateBusTerminus,5.0,1.0,30.696545,76.726831,Transportation,BusStop,3,0,5485.599999999999,2.75
WhiteTaxiIndiaCabServiceChandigarh,5.0,53.0,30.695614,76.725486,Transportation,TaxiStand,3,0,5485.599999999999,4.839285714285714
IndiaPost,3.4,30.0,30.696854,76.734201,GovernmentBuilding,PostOffice,3,0,5485.599999999999,3.272727272727274
HDFCBankATM,5.0,1.0,30.696212,76.733484,FinancialInstitution,ATM,3,0,5485.599999999999,2.75
DrGurpalSingh,3.0,6.0,30.697833,76.738065,Hospital,EyeClinic,3,0,5485.599999999999,2.6666666666666665
BotanicalGarden,4.5,17.0,30.696358,76.732389,Entertainment,AmusementPark,3,0,5485.599999999999,4.125
FountainPark,4.3,250.0,30.697551,76.715375,OutdoorSpace,Park,3,0,5485.599999999999,4.272727272727253
Park,4.3,1042.0,30.696054,76.712226,OutdoorSpace,Park,3,0,5485.599999999999,4.293397129186687
"TheBritishSchool,Sector70,Mohali",4.3,92.0,30.695988,76.714509,EducationalInstitute,School,3,0,5485.599999999999,4.227368421052638
Insuranceinmohali,5.0,2.0,30.697218,76.738086,Office,InsuranceAgency,3,0,5485.599999999999,3.2
PAUCAMPOFFICE,4.3,10.0,30.696813,76.715738,Office,CorporateOffice,3,0,5485.599999999999,3.7692307692307687
OYOHotelTownsPride,3.6,391.0,30.697096,76.73813,Hotel,Hotels,3,0,5485.599999999999,3.587817258883236
OYOHotelTownsPride,3.6,391.0,30.697096,76.73813,Hotel,Hostelsforstayingnearme,3,0,5485.599999999999,3.587817258883236
