Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
IndianOil,4.0,1130.0,30.734392,76.727989,FuelStation,PetrolPump,18,0,8115.000000000001,3.994704324801412
PizzaHut,4.4,342.0,30.735697,76.735324,Restaurant,Pizzeria,18,0,8115.000000000001,4.379130434782627
Zaika41,4.1,363.0,30.734134,76.736884,Restaurant,FineDining,18,0,8115.000000000001,4.082786885245884
Classic44-ThePremiumBakings,4.1,168.0,30.734955,76.736598,Restaurant,Bakery,18,0,8115.000000000001,4.063157894736855
Zaika41,4.1,363.0,30.734134,76.736884,Restaurant,Buffet,18,0,8115.000000000001,4.082786885245884
CABSERVICEINCHANDIGARH,4.7,72.0,30.733453,76.736222,Transportation,TaxiStand,18,0,8115.000000000001,4.591999999999994
ShivShaktiTour&Travels-OutstationTaxiService-CorporateTaxiServiceInChandigarh,5.0,111.0,30.734453,76.735552,Transportation,TaxiStand,18,0,8115.000000000001,4.921052631578948
SubPostOfficeOfficeSector40,2.5,26.0,30.734595,76.736179,GovernmentBuilding,PostOffice,18,0,8115.000000000001,2.4482758620689653
BankofBarodaATM,4.0,1.0,30.735509,76.73527,FinancialInstitution,ATM,18,0,8115.000000000001,2.5
THECHANDIGARHLAUNDRY,3.7,30.0,30.733912,76.711542,PersonalCare,Laundry,18,0,8115.000000000001,3.545454545454547
TheHairClinique,4.8,680.0,30.735235,76.735755,PersonalCare,HairSalon,18,0,8115.000000000001,4.787701317716007
HairRaiserzLuxe40,4.9,352.0,30.735332,76.735689,PersonalCare,HairSalon,18,0,8115.000000000001,4.8754929577465065
ZoogChandigarh,4.0,152.0,30.735633,76.73542,OutdoorSpace,Lake,18,0,8115.000000000001,3.961290322580645
Terracegardensec-40CChandigar,5.0,1.0,30.733983,76.73293,OutdoorSpace,Garden,18,0,8115.000000000001,2.75
SinghDrivingSchool(Govt.Registered),4.9,631.0,30.735349,76.735965,EducationalInstitute,DrivingSchool,18,0,8115.000000000001,4.886277602523714
PikazoInstitute-Bestanimation&vfxinstitute-,5.0,47.0,30.735287,76.735706,EducationalInstitute,ArtSchool,18,0,8115.000000000001,4.82
ApolloPharmacyChandigarhSector40C,5.0,7.0,30.735426,76.735569,Shop,Pharmacy,18,0,8115.000000000001,4.1
Fineshoes,5.0,3.0,30.733501,76.737141,Shop,ShoeStore,18,0,8115.000000000001,3.5
LuxmiPaints&HardwareStore(BUNTYHARDWARE),4.3,256.0,30.733462,76.73714,Shop,HardwareStore,18,0,8115.000000000001,4.273359073359053
SemulDairyANDSWEETS,4.2,1131.0,30.733922,76.736808,Shop,Diary,18,0,8115.000000000001,4.194179894179805
"SainiElectricals,Shopno.6,MainMarket,Badheri",4.7,22.0,30.733308,76.735273,Shop,Electronics,18,0,8115.000000000001,4.376000000000001
JantaElectronics,3.1,114.0,30.733745,76.736908,Shop,Electronics,18,0,8115.000000000001,3.071794871794875
SeniorAbbiElectricals,4.8,31.0,30.735253,76.736053,Shop,Electronics,18,0,8115.000000000001,4.552941176470589
"SunilKSharma&Associates-BestCAInChandigarh,TopGST&IncomeTaxConsultantfirminTricity,India",4.9,57.0,30.733576,76.737088,Office,AccountingFirm,18,0,8115.000000000001,4.755000000000002
RIGHTWAYCHILDANDWOMENWELFARESOCIETYRwcwws,3.8,36.0,30.735008,76.735883,Office,Non-ProfitOrganization,18,0,8115.000000000001,3.661538461538461
AirwaysAdvertising,5.0,1.0,30.733355,76.737241,Office,AdvertisingAgency,18,0,8115.000000000001,2.75
MomentsMedia,5.0,23.0,30.733818,76.737983,Office,MediaCompany,18,0,8115.000000000001,4.653846153846154
