Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
OmSaiTravels-CabServiceInChandigarh,4.8,40.0,30.728012,76.749827,Transportation,TaxiStand,15,11,7261.2,4.6046511627907005
IndusindBank,5.0,1.0,30.727321,76.75039,FinancialInstitution,Bank,15,11,7261.2,2.75
SquashCentre,4.9,7.0,30.72595,76.749652,Entertainment,SportsComplex,15,11,7261.2,4.029999999999999
MINDBODY&GAMEAcademy,5.0,1.0,30.726049,76.749611,Fitness&Wellness,Gym,15,11,7261.2,2.75
LillyWhiteDyers&DryCleaners,4.6,24.0,30.72805,76.749446,PersonalCare,Laundry,15,11,7261.2,4.311111111111109
A.K.TradingCompany,4.3,35.0,30.727835,76.750025,Shop,HardwareStore,15,11,7261.2,4.118421052631579
MahajanBookCentre&Stationery,3.9,1167.0,30.72799,76.749845,Shop,Stationery,15,11,7261.2,3.895128205128226
MahajanBookCentre&Stationery,3.9,1167.0,30.72799,76.749845,Shop,Diary,15,11,7261.2,3.895128205128226
BeautyEssenceBeautyParlour,5.0,14.0,30.726898,76.74989,Shop,BeautyParlour,15,11,7261.2,4.470588235294118
Khelshala,4.5,63.0,30.726063,76.749624,Office,Non-ProfitOrganization,15,11,7261.2,4.386363636363637
HotelCrownInn,3.9,125.0,30.725931,76.7501,Hotel,Hotels,15,11,7261.2,3.855468749999992
HotelGKPresident,3.8,605.0,30.726562,76.749437,Hotel,Hotels,15,11,7261.2,3.791118421052624
