Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
nextlevel(Management|Strategy|Marketing|Content),5.0,4.0,30.696521,76.754252,Office,AdvertisingAgency,3,15,13835.4,3.7142857142857135
