Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
IndianOil,3.9,876.0,30.722814,76.738078,FuelStation,LPGStation,13,0,6523.000000000001,3.8935153583618334
IndianOil,3.9,876.0,30.722814,76.738078,FuelStation,PetrolPump,13,0,6523.000000000001,3.8935153583618334
nicicecream,4.4,14.0,30.722785,76.727659,Restaurant,IceCreamParlor,13,0,6523.000000000001,3.9764705882352938
OrbitAviationPvtLtd,2.1,536.0,30.721452,76.729989,Transportation,Airport,13,0,6523.000000000001,2.099443413729134
DistrictConsumerDisputesRedressalForum,3.4,30.0,30.722017,76.729347,GovernmentBuilding,Courthouse,13,0,6523.000000000001,3.272727272727274
HelpingHandTherapeuticandRehabilitationCentre,4.7,12.0,30.721794,76.729725,Hospital,RehabilitationCenter,13,0,6523.000000000001,4.160000000000001
Bassitheatre,3.6,282.0,30.722949,76.728614,Entertainment,MovieTheater,13,0,6523.000000000001,3.583157894736858
PROULTIMATEGYMSPHASE2,4.9,152.0,30.721753,76.729619,Fitness&Wellness,Gym,13,0,6523.000000000001,4.843870967741923
PrinceStationery,4.7,19.0,30.722739,76.729061,Shop,Stationery,13,0,6523.000000000001,4.331818181818183
"C34,BHARTIAIRTELLTD",4.4,16.0,30.722599,76.708364,Office,CorporateOffice,13,0,6523.000000000001,4.0210526315789465
