Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
HPPETROLPUMP-CITYSERVICESTATION,3.9,660.0,30.691803,76.734586,FuelStation,PetrolPump,1,0,4288.599999999999,3.891402714932175
HPPETROLPUMP-CITYSERVICESTATION,3.9,660.0,30.691803,76.734586,FuelStation,LPGStation,1,0,4288.599999999999,3.891402714932175
CafePlusHospitalityServices,5.0,42.0,30.692315,76.733451,Restaurant,Cafe,1,0,4288.599999999999,4.8
DarbarRestaurant,4.4,260.0,30.69249,76.711637,Restaurant,FineDining,1,0,4288.599999999999,4.372623574144482
Fratelli'sPizzeriaandTrattoria,4.6,79.0,30.692023,76.711961,Restaurant,Pizzeria,1,0,4288.599999999999,4.504878048780491
DargahPirSayyadMastanSahibJi,4.8,11.0,30.691776,76.73176,PilgrimagePlace,Mosque,1,0,4288.599999999999,4.199999999999999
GurudwaraShriGuruTegBahadurSahibJiPhase9Mohali,4.7,153.0,30.691972,76.732117,PilgrimagePlace,Gurudwara,1,0,4288.599999999999,4.64807692307693
I.S.BindraPunjabCricketAssociationStadium,4.4,13150.0,30.690891,76.73753,EventVenue,Stadium,1,0,4288.599999999999,4.399452596366818
Forestcomplex,5.0,1.0,30.691455,76.726763,Transportation,BusStop,1,0,4288.599999999999,2.75
NEWBAIDWANTAXISERVICESECTOR-69,4.8,24.0,30.690739,76.723556,Transportation,TaxiStand,1,0,4288.599999999999,4.488888888888887
BusStop-Phase9,5.0,1.0,30.692504,76.734806,Transportation,BusStop,1,0,4288.599999999999,2.75
"ShalbyMulti-SpecialtyHospital,Mohali",4.8,5903.0,30.692292,76.733343,Hospital,MaternityHospital,1,0,4288.599999999999,4.798577717574868
DrNamitaGrover|Gynaecologist|ShalbyHospitalMohali,5.0,37.0,30.692265,76.733353,Hospital,MaternityHospital,1,0,4288.599999999999,4.775
ToothCareDentalClinicMohali-BestDentistinMohali,5.0,193.0,30.691551,76.726723,Hospital,DentalClinic,1,0,4288.599999999999,4.954081632653061
GrecianHospital,4.1,55.0,30.691302,76.723158,Hospital,GeneralHospital,1,0,4288.599999999999,3.991379310344824
I.S.BindraPunjabCricketAssociationStadium,4.4,13150.0,30.690891,76.73753,Entertainment,MovieTheater,1,0,4288.599999999999,4.399452596366818
I.S.BindraPunjabCricketAssociationStadium,4.4,13150.0,30.690891,76.73753,Entertainment,SportsComplex,1,0,4288.599999999999,4.399452596366818
CentralPark,4.4,87.0,30.691053,76.719607,OutdoorSpace,Park,1,0,4288.599999999999,4.319999999999995
InstituteOfEngineering&Technology-Bhaddal,4.2,5.0,30.692267,76.734141,EducationalInstitute,University,1,0,4288.599999999999,3.375
Vishwakarmastationers,4.5,41.0,30.691154,76.706756,Shop,Stationery,1,0,4288.599999999999,4.329545454545454
SWAGClothing,4.1,8.0,30.692699,76.734255,Shop,Clothing,1,0,4288.599999999999,3.527272727272728
"RajaElectronics,Sector78Mohali",4.3,26.0,30.691085,76.708512,Shop,Electronics,1,0,4288.599999999999,4.06206896551724
PaulElectronics,3.5,2.0,30.692267,76.73414,Shop,Electronics,1,0,4288.599999999999,2.6
DostDiary,4.5,4.0,30.691482,76.709806,Shop,Diary,1,0,4288.599999999999,3.4285714285714284
LICOFINDIACERTIFIEDINSURENCEADVISORMOHALIPHASE2BRANCH,5.0,15.0,30.692628,76.734142,Office,InsuranceAgency,1,0,4288.599999999999,4.5
GirlsPGnearFORTIShospitalSector62Sector63SASNagarMohali,3.8,10.0,30.690782,76.730508,Hotel,Hostelsforstayingnearme,1,0,4288.599999999999,3.3846153846153846
"FabHotelTownPride-HotelinMohaliCricketStadium,Mohali",4.4,144.0,30.692279,76.73421,Hotel,Hotels,1,0,4288.599999999999,4.3510204081632535
