Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
Chhatwal'sHaveli,4.1,828.0,30.680004,76.745575,Restaurant,FineDining,0,7,6015.4000000000015,4.092418772563119
TheBelgianWaffleXpress,5.0,4.0,30.682513,76.744992,Restaurant,Cafe,0,7,6015.4000000000015,3.7142857142857135
SHARMAICECREAMPARLOUR,5.0,1.0,30.679409,76.746074,Restaurant,IceCreamParlor,0,7,6015.4000000000015,2.75
Publiclibrary,4.5,2.0,30.682314,76.745521,GovernmentBuilding,Library,0,7,6015.4000000000015,3.0
MunicipalLibrary,5.0,4.0,30.680251,76.745638,GovernmentBuilding,Library,0,7,6015.4000000000015,3.7142857142857135
MIGFLATS,4.5,4.0,30.690546,76.745423,Hospital,RehabilitationCenter,0,7,6015.4000000000015,3.4285714285714284
SportsComplexGMADA,4.2,142.0,30.683526,76.745126,Entertainment,SportsComplex,0,7,6015.4000000000015,4.15448275862069
PACEENTERPRICES,5.0,1.0,30.682566,76.745082,PersonalCare,Laundry,0,7,6015.4000000000015,2.75
NeighbourhoodPark,4.4,2003.0,30.681506,76.745732,OutdoorSpace,Park,0,7,6015.4000000000015,4.396410767696745
UniversalInstituteOfManagement&Technology,4.3,26.0,30.679996,76.745582,EducationalInstitute,University,0,7,6015.4000000000015,4.06206896551724
ForeverDrivingSchool,4.8,554.0,30.680822,76.74535,EducationalInstitute,DrivingSchool,0,7,6015.4000000000015,4.784919210053877
UniversalInstituteOfManagement&Technology,4.3,26.0,30.679996,76.745582,EducationalInstitute,College,0,7,6015.4000000000015,4.06206896551724
"""Nunu""TuitionCenter",4.9,52.0,30.666156,76.745974,EducationalInstitute,TuitionCenter,0,7,6015.4000000000015,4.741818181818185
SinghDairy,4.2,17.0,30.690142,76.745777,Shop,Diary,0,7,6015.4000000000015,3.870000000000001
LabhDairy&Sweets,4.2,628.0,30.678803,76.745788,Shop,Diary,0,7,6015.4000000000015,4.189540412044358
JotBeautySalon&Academy,4.8,35.0,30.67997,76.745582,Shop,BeautyParlour,0,7,6015.4000000000015,4.578947368421054
TheBlackLady,4.7,6.0,30.682986,76.745307,Shop,Clothing,0,7,6015.4000000000015,3.8
PurminderKaur,4.9,265.0,30.679864,76.745649,Office,AccountingFirm,0,7,6015.4000000000015,4.867537313432843
AdClickPro-DigitalMarketingAgency,5.0,12.0,30.681524,76.745425,Office,AdvertisingAgency,0,7,6015.4000000000015,4.4
BestDigitalMarketingCompanyintheWorld2024,5.0,8.0,30.68058,76.745946,Office,MediaCompany,0,7,6015.4000000000015,4.181818181818182
