Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
HundredSpicesFoodPlaza,3.6,18.0,30.743203,76.744672,Restaurant,Buffet,21,6,9398.6,3.371428571428572
DesiTaxiServiceChandigarh,5.0,1.0,30.740821,76.744473,Transportation,Airport,21,6,9398.6,2.75
WingsTravels,5.0,1.0,30.74095,76.74461,Transportation,RailwayStation,21,6,9398.6,2.75
Chandigarh38CueClub,5.0,14.0,30.743323,76.744339,Entertainment,SportsComplex,21,6,9398.6,4.470588235294118
BMSNUTRITIONCENTRE,4.9,74.0,30.743324,76.744796,Fitness&Wellness,Gym,21,6,9398.6,4.787012987012984
ApolloPharmacyChandigarhSector38C,5.0,5.0,30.740821,76.744473,Shop,Pharmacy,21,6,9398.6,3.875
VisaLaw:ImmigrationLawyers,4.9,349.0,30.743034,76.744836,Office,LawFirm,21,6,9398.6,4.875284090909118
BestCharteredAccountantFirminChandigarh|SunilArora&Associates,5.0,1.0,30.740821,76.744473,Office,AccountingFirm,21,6,9398.6,2.75
DigitalFind,5.0,14.0,30.740821,76.744473,Office,AdvertisingAgency,21,6,9398.6,4.470588235294118
Ã¯Â¿Â½PrasanchetasFoundationÃ¯Â¿Â½,5.0,3.0,30.742848,76.744972,Office,Non-ProfitOrganization,21,6,9398.6,3.5
GurudevSalesCorporation,5.0,1.0,30.740821,76.744473,Office,CorporateOffice,21,6,9398.6,2.75
