Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
SamarHolidaysTaxiHireServiceChandigarh,5.0,25.0,30.692461,76.743871,Transportation,TaxiStand,1,5,7695.8,4.678571428571429
BawaTaxiservice,4.7,12.0,30.692445,76.743844,Transportation,Airport,1,5,7695.8,4.160000000000001
sector63,5.0,1.0,30.692413,76.74387,Entertainment,MovieTheater,1,5,7695.8,2.75
Style9BeautySalon&Spa,4.7,135.0,30.692982,76.742786,PersonalCare,HairSalon,1,5,7695.8,4.64130434782609
Woodsbury-thekindergartenvillage,4.9,339.0,30.691023,76.743613,EducationalInstitute,MusicSchool,1,5,7695.8,4.874561403508797
Woodsbury-thekindergartenvillage,4.9,339.0,30.691023,76.743613,EducationalInstitute,School,1,5,7695.8,4.874561403508797
V-FASHIONMART,4.0,23.0,30.692461,76.743871,Shop,ShoeStore,1,5,7695.8,3.769230769230769
Style9BeautySalon&Spa,4.7,135.0,30.692982,76.742786,Shop,BeautyParlour,1,5,7695.8,4.64130434782609
V-FASHIONMART,4.0,23.0,30.692461,76.743871,Shop,Clothing,1,5,7695.8,3.769230769230769
Init;Consultants,5.0,1.0,30.692413,76.74387,Office,CorporateOffice,1,5,7695.8,2.75
