Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
BestBaker&Cafe,4.9,33.0,30.693888,76.732593,Restaurant,Bakery,2,0,4993.400000000001,4.658333333333336
Robins69Bar,4.2,141.0,30.695493,76.719907,Restaurant,Bar,2,0,4993.400000000001,4.154166666666666
AlvinPizzaCafe,4.2,116.0,30.693368,76.733225,Restaurant,Pizzeria,2,0,4993.400000000001,4.144537815126043
Fastfoodrestaurant,5.0,1.0,30.694403,76.737912,Restaurant,FastFood,2,0,4993.400000000001,2.75
RoyaltyaFamilyRestaurantveg.&nonveg,4.4,31.0,30.694868,76.73289,Restaurant,FineDining,2,0,4993.400000000001,4.188235294117649
TheCafeNextDoor,3.8,4.0,30.695187,76.730856,Restaurant,Cafe,2,0,4993.400000000001,3.0285714285714285
RoyaltyaFamilyRestaurantveg.&nonveg,4.4,31.0,30.694868,76.73289,Restaurant,Buffet,2,0,4993.400000000001,4.188235294117649
PindStopRestaurant,4.4,7.0,30.695201,76.731829,Restaurant,Buffet,2,0,4993.400000000001,3.68
BestBaker&Cafe,4.9,33.0,30.693888,76.732593,Restaurant,Cafe,2,0,4993.400000000001,4.658333333333336
AlvinPizzaCafe,4.2,116.0,30.693368,76.733225,Restaurant,Cafe,2,0,4993.400000000001,4.144537815126043
GoldenBowl,3.9,184.0,30.694469,76.732469,Restaurant,Buffet,2,0,4993.400000000001,3.8695187165775273
GroverÃ¯Â¿Â½sBakery&Confectionery,4.8,65.0,30.693152,76.733812,Restaurant,Bakery,2,0,4993.400000000001,4.6764705882353
TamanSweetTreats,4.9,151.0,30.694584,76.737609,Restaurant,Bakery,2,0,4993.400000000001,4.843506493506481
PoliceStationPhase8,5.0,1.0,30.694184,76.728042,GovernmentBuilding,PoliceStation,2,0,4993.400000000001,2.75
THEIELTSLLIIBBRRARY,4.9,69.0,30.693466,76.733022,GovernmentBuilding,Library,2,0,4993.400000000001,4.779166666666665
BankofBarodaATM,5.0,1.0,30.694158,76.732617,FinancialInstitution,ATM,2,0,4993.400000000001,2.75
MyPhysioMyCareDrKirandeepPhysiotherapyClinic,5.0,106.0,30.693313,76.734088,Hospital,RehabilitationCenter,2,0,4993.400000000001,4.91743119266055
"Dr.ParmanandKulhara,MentalHealthandBehaviouralSciences|Psychiatrist,FortisMohali",5.0,1.0,30.694788,76.731207,Hospital,MentalHealthClinic,2,0,4993.400000000001,2.75
"Dr.HardeepSingh-Psychiatrist-FortisHospital,Mohali",1.9,9.0,30.694736,76.730845,Hospital,MentalHealthClinic,2,0,4993.400000000001,1.925
DentflixDentalClinic,5.0,121.0,30.694656,76.732857,Hospital,DentalClinic,2,0,4993.400000000001,4.92741935483871
Dr.MEENA,4.9,31.0,30.694162,76.737498,Hospital,MaternityHospital,2,0,4993.400000000001,4.644117647058827
TheYogaÃ¯Â¿Â½shubbyNirmalKaur,5.0,3.0,30.693129,76.733435,Fitness&Wellness,YogaStudio,2,0,4993.400000000001,3.5
SonaGym&Spa(LadiesGym),4.9,208.0,30.695354,76.71811,Fitness&Wellness,Gym,2,0,4993.400000000001,4.858767772511833
"Saupin'sSchool,Mohali",4.7,86.0,30.693812,76.713166,EducationalInstitute,School,2,0,4993.400000000001,4.608988764044938
GeniusPublicSchool,4.0,40.0,30.695402,76.722403,EducationalInstitute,School,2,0,4993.400000000001,3.86046511627907
NATIONALCOMMERCIALCOLLEGE.,3.3,4.0,30.693395,76.732726,EducationalInstitute,College,2,0,4993.400000000001,2.742857142857143
NIMT,4.4,14.0,30.694035,76.733903,EducationalInstitute,University,2,0,4993.400000000001,3.9764705882352938
