Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
TheFusionKitchen,4.8,32.0,30.74115,76.758154,Restaurant,FastFood,21,18,8193.4,4.5600000000000005
GujaratBhavanplotno17sec24cChandigarh,4.0,287.0,30.740976,76.757397,GovernmentBuilding,CityHall,21,18,8193.4,3.9793103448275855
GujaratBhavanplotno17sec24cChandigarh,4.0,287.0,30.740976,76.757397,Entertainment,MovieTheater,21,18,8193.4,3.9793103448275855
SawanKirpalRuhaniMission(SKRM)-KirpalAshram,5.0,6.0,30.741131,76.757205,Office,Non-ProfitOrganization,21,18,8193.4,4.0
