Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
Kapoordairyandicecream,3.9,15.0,30.733097,76.73746,Restaurant,IceCreamParlor,17,0,8496.8,3.5833333333333326
HUGAMUG,5.0,24.0,30.732702,76.737952,Restaurant,Cafe,17,0,8496.8,4.666666666666667
SharmaBakery,4.4,217.0,30.732218,76.733426,Restaurant,Bakery,17,0,8496.8,4.367272727272712
GurudwaraSahib,4.3,35.0,30.731808,76.734417,PilgrimagePlace,Gurudwara,17,0,8496.8,4.118421052631579
BESTTAXISERVICEINCHANDIGARHSHIMLAMANALITOURPACKAGESOUTSTATIONTAXISERVICE-CHANDIGARHCARRENTAL,4.9,131.0,30.730932,76.735403,Transportation,TaxiStand,17,0,8496.8,4.83507462686566
Sector-41B(Buterla),5.0,1.0,30.731905,76.738111,Transportation,RailwayStation,17,0,8496.8,2.75
RailwayTicketBooking,5.0,1.0,30.731935,76.734633,Transportation,RailwayStation,17,0,8496.8,2.75
BranchLibraryBadheri,3.9,12.0,30.732333,76.734646,GovernmentBuilding,Library,17,0,8496.8,3.519999999999999
ChandigarhStateCooperativeBankLimited,5.0,3.0,30.732335,76.734627,FinancialInstitution,Bank,17,0,8496.8,3.5
HDFCBankATM,5.0,1.0,30.730979,76.73798,FinancialInstitution,ATM,17,0,8496.8,2.75
GoldenHairsalon,4.9,112.0,30.730917,76.733468,PersonalCare,HairSalon,17,0,8496.8,4.824347826086947
TuitionCentrefor1stto10thClass,5.0,316.0,30.732586,76.733257,EducationalInstitute,TuitionCenter,17,0,8496.8,4.971786833855799
G.GTuitioncenter,5.0,1.0,30.730796,76.726418,EducationalInstitute,TuitionCenter,17,0,8496.8,2.75
StudioBornToDance,4.8,16.0,30.731659,76.733955,EducationalInstitute,DanceSchool,17,0,8496.8,4.357894736842105
newkhalsadrivingschool(Govt.Registered),5.0,81.0,30.731366,76.737863,EducationalInstitute,DrivingSchool,17,0,8496.8,4.892857142857143
Sachdevagirlscollege,4.7,3.0,30.731958,76.725906,EducationalInstitute,College,17,0,8496.8,3.35
Shardapublicschool,4.0,2.0,30.731054,76.733414,EducationalInstitute,School,17,0,8496.8,2.8
ZarooratShoeShoppee,5.0,1.0,30.731147,76.737559,Shop,ShoeStore,17,0,8496.8,2.75
AllWellMedicos,4.7,7.0,30.733001,76.738098,Shop,Pharmacy,17,0,8496.8,3.89
AroraStationery,4.3,19.0,30.732729,76.737996,Shop,Stationery,17,0,8496.8,3.986363636363635
HappyStationery,4.3,3.0,30.733015,76.7378,Shop,Stationery,17,0,8496.8,3.15
ElegantDresses&Boutique,5.0,1.0,30.73258,76.735169,Shop,Clothing,17,0,8496.8,2.75
MediaPublicity,3.6,39.0,30.733149,76.737468,Office,MediaCompany,17,0,8496.8,3.485714285714283
PVNS&Co,5.0,33.0,30.733163,76.737369,Office,AccountingFirm,17,0,8496.8,4.75
W.A.YYOUTHFOUNDATIONN.G.O,4.8,127.0,30.73233,76.734209,Office,Non-ProfitOrganization,17,0,8496.8,4.735384615384615
NADIAINSURANCESERVICE,4.7,28.0,30.730783,76.727361,Office,InsuranceAgency,17,0,8496.8,4.438709677419356
Safartravelsolutionco.,4.4,66.0,30.73239,76.732448,Office,TravelAgency,17,0,8496.8,4.295652173913044
Ramantour&travel's,4.7,20.0,30.731297,76.735751,Office,TravelAgency,17,0,8496.8,4.347826086956523
