Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
"Domino'sPizza-Sector35,Chandigarh",4.2,4834.0,30.719774,76.757239,Restaurant,Pizzeria,12,18,8615.400000000001,4.198635517883368
IndiraGandhiInstituteofAeronautics,4.6,120.0,30.7201,76.757717,Transportation,Airport,12,18,8615.400000000001,4.536585365853669
BookingSquad,4.7,29.0,30.720415,76.757325,Transportation,Airport,12,18,8615.400000000001,4.446875000000001
DestinationIQ,4.7,166.0,30.720155,76.757762,Transportation,Airport,12,18,8615.400000000001,4.65207100591717
ItsyHotelsSouthend,5.0,1.0,30.719893,76.757994,Transportation,RailwayStation,12,18,8615.400000000001,2.75
"Domino'sPizza-Sector35,Chandigarh",4.2,4834.0,30.719774,76.757239,Entertainment,MovieTheater,12,18,8615.400000000001,4.198635517883368
MysteryRoomsChandigarh-OFFICIALEscapeRooms,4.5,1079.0,30.720089,76.757785,Entertainment,AmusementPark,12,18,8615.400000000001,4.493068391866913
MysteryRoomsChandigarh-OFFICIALEscapeRooms,4.5,1079.0,30.720089,76.757785,Entertainment,Zoo,12,18,8615.400000000001,4.493068391866913
GriffithCollegeIrelandDublinLimerickCork,5.0,1.0,30.71994,76.757352,EducationalInstitute,College,12,18,8615.400000000001,2.75
PunjabTechnicalUniversity,4.4,7.0,30.720137,76.757579,EducationalInstitute,University,12,18,8615.400000000001,3.68
GriffithCollegeIrelandDublinLimerickCork,5.0,1.0,30.71994,76.757352,EducationalInstitute,University,12,18,8615.400000000001,2.75
JockeyExclusiveStore,4.4,353.0,30.720236,76.758028,Shop,Clothing,12,18,8615.400000000001,4.379775280898897
"DellExclusiveStore-Sector35C,Chandigarh",4.2,145.0,30.720025,76.757618,Shop,Electronics,12,18,8615.400000000001,4.155405405405406
DestinationIQ,4.7,166.0,30.720155,76.757762,Office,TravelAgency,12,18,8615.400000000001,4.65207100591717
ItsyHotelsSouthend,3.5,417.0,30.719893,76.757994,Hotel,Hotels,12,18,8615.400000000001,3.4892857142857143
