Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
"ZionEducation|BestSATCoachinginChandigarhMohali|BestIELTSCoaching|Chandigarh,Mohali",5.0,35.0,30.719471,76.762614,EducationalInstitute,College,12,22,8001.4,4.7631578947368425
