Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
BharatGas-VirdiGasService,3.2,69.0,30.68601,76.738936,FuelStation,LPGStation,0,1,4382.8,3.1499999999999964
KakeDiHattiMohali,4.5,386.0,30.685511,76.739446,Restaurant,FineDining,0,1,4382.8,4.480719794344473
KAFEALLNIGHT(THEBABBUMAANSTORE),4.6,58.0,30.686082,76.739396,Restaurant,Cafe,0,1,4382.8,4.472131147540981
BNBAKERS,4.1,1267.0,30.686191,76.738758,Restaurant,Bakery,0,1,4382.8,4.095039370078767
Sector64Market/Phase10,5.0,1.0,30.687765,76.738422,Transportation,BusStop,0,1,4382.8,2.75
ForeverTravels-BesttravelagencyinTricity|AirlineTravelAgency,4.8,140.0,30.686255,76.738714,Transportation,Airport,0,1,4382.8,4.741258741258736
AxisBankBranch,5.0,2.0,30.687088,76.738634,FinancialInstitution,Bank,0,1,4382.8,3.2
StateBankofIndiaATM,2.0,1.0,30.686277,76.738653,FinancialInstitution,ATM,0,1,4382.8,2.0
CooperativeBank,4.8,5.0,30.686337,76.738621,FinancialInstitution,Bank,0,1,4382.8,3.75
PandoveFamilyclinic&VaccinationCenter,4.8,262.0,30.681876,76.739346,Hospital,GeneralHospital,0,1,4382.8,4.768301886792429
"DrHarbansBansal,BestUrologistinMohali,KidneyStoneTreatment,ProstateCancerSurgery,UreteroscopicSurgeoninMohali",5.0,105.0,30.686332,76.73865,Hospital,GeneralHospital,0,1,4382.8,4.916666666666667
Dr.MohitWalia-BestSeniorInterventionalCardiologist(DMCardiologist)inMohali,4.7,29.0,30.686271,76.738876,Hospital,SpecialtyHospital,0,1,4382.8,4.446875000000001
PandoveFamilyclinic&VaccinationCenter,4.8,262.0,30.681876,76.739346,Hospital,Children'sHospital,0,1,4382.8,4.768301886792429
"DrRuchiBansal,BestGynaecologistInMohali,Gynecologist,Pregnancy/InfertilitySpecialist,Fibroid/LadyDoctorInMohali",4.9,253.0,30.686317,76.738658,Hospital,MaternityHospital,0,1,4382.8,4.866015625000003
"Lenskart.comatPhase10,Sector64,Mohali",4.9,614.0,30.686415,76.738394,Hospital,EyeClinic,0,1,4382.8,4.885899513776391
PandoveFamilyclinic&VaccinationCenter,4.8,262.0,30.681876,76.739346,Hospital,EyeClinic,0,1,4382.8,4.768301886792429
"JUSTDOGS|Mohali,Punjab",4.4,210.0,30.685538,76.739453,Hospital,EyeClinic,0,1,4382.8,4.366197183098577
ApolloPharmacyMohali,4.1,61.0,30.686759,76.738943,Hospital,EyeClinic,0,1,4382.8,4.001562499999997
"JUSTDOGS|Mohali,Punjab",4.4,210.0,30.685538,76.739453,Hospital,VeterinaryClinic,0,1,4382.8,4.366197183098577
GoSportsPoweredbySpinwayDubai,4.0,37.0,30.686006,76.739279,Entertainment,SportsComplex,0,1,4382.8,3.85
Focus2FitnessGym,4.7,226.0,30.686403,76.738526,Fitness&Wellness,Gym,0,1,4382.8,4.664628820960718
OshFit,5.0,2.0,30.688563,76.738882,Fitness&Wellness,YogaStudio,0,1,4382.8,3.2
ProUltimateGyms-Bestech,4.7,456.0,30.676495,76.738498,Fitness&Wellness,Gym,0,1,4382.8,4.682352941176493
TumbledryDryClean&LaundryService,3.2,73.0,30.685953,76.738969,PersonalCare,Laundry,0,1,4382.8,3.152631578947364
ManeMastersSalon&Academy,4.9,182.0,30.686349,76.738801,PersonalCare,HairSalon,0,1,4382.8,4.852972972972959
DoMyHair,4.6,251.0,30.6867,76.738588,PersonalCare,HairSalon,0,1,4382.8,4.569291338582682
ArtlearnGuitarAcademy,5.0,20.0,30.684604,76.738915,EducationalInstitute,MusicSchool,0,1,4382.8,4.608695652173913
Step2StepDanceStudio|BestdanceandfitnessclassesinMohali,4.6,195.0,30.686179,76.738938,EducationalInstitute,DanceSchool,0,1,4382.8,4.560606060606076
AspireAcademyMohali,4.7,23.0,30.686285,76.738927,EducationalInstitute,University,0,1,4382.8,4.38846153846154
IIFD,4.7,74.0,30.676567,76.738542,EducationalInstitute,College,0,1,4382.8,4.594805194805189
ArtlearnGuitarAcademy,5.0,20.0,30.684604,76.738915,EducationalInstitute,ArtSchool,0,1,4382.8,4.608695652173913
ApolloPharmacyMohali,4.1,61.0,30.686759,76.738943,Shop,Pharmacy,0,1,4382.8,4.001562499999997
SagarSanitary&HardwareStore.,4.6,23.0,30.686107,76.739084,Shop,HardwareStore,0,1,4382.8,4.299999999999998
GargEnterprises,4.6,29.0,30.686783,76.738647,Shop,HardwareStore,0,1,4382.8,4.3562499999999975
PunjabShoes,4.0,11.0,30.686697,76.738596,Shop,ShoeStore,0,1,4382.8,3.571428571428572
NewClassicFootWear,3.5,4.0,30.686701,76.738864,Shop,ShoeStore,0,1,4382.8,2.857142857142857
TheUltimateStationers,4.5,17.0,30.686092,76.739454,Shop,Stationery,0,1,4382.8,4.125
B-TOWN,4.5,79.0,30.686567,76.738961,Shop,Clothing,0,1,4382.8,4.408536585365853
Classic,4.3,27.0,30.686833,76.738761,Shop,Clothing,0,1,4382.8,4.069999999999999
SubashBrothersDepartmentalStore,5.0,7.0,30.685912,76.739019,ShoppingMall,DepartmentalStore,0,1,4382.8,4.1
TheIndianJewellers,4.8,13.0,30.686804,76.738659,ShoppingMall,JewelryStore,0,1,4382.8,4.274999999999999
SatnamJewellers,4.4,72.0,30.685826,76.739052,ShoppingMall,JewelryStore,0,1,4382.8,4.303999999999999
ForeverTravels-BesttravelagencyinTricity|AirlineTravelAgency,4.8,140.0,30.686255,76.738714,Office,TravelAgency,0,1,4382.8,4.741258741258736
