Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
TourandTravelInChandigarh|TaxiServiceinChandigarh|ChandigarhtoDelhiTaxiServices,5.0,26.0,30.700506,76.761271,Transportation,TaxiStand,4,21,12449.8,4.689655172413793
