Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
BurgerKing,4.6,150.0,30.678315,76.724094,Restaurant,FastFood,0,0,3324.8,4.5490196078431495
HungryPoint,4.0,4.0,30.680319,76.724763,Restaurant,FastFood,0,0,3324.8,3.142857142857143
BBQTONIGHT,5.0,1.0,30.688325,76.7377,Restaurant,FineDining,0,0,3324.8,2.75
SagarRatna,3.8,916.0,30.687529,76.737859,Restaurant,FineDining,0,0,3324.8,3.7941240478781846
ZocaCafeMohali,4.6,153.0,30.687961,76.737506,Restaurant,Cafe,0,0,3324.8,4.550000000000013
WaycupCafe|Mohali,4.5,583.0,30.685425,76.721472,Restaurant,Cafe,0,0,3324.8,4.487201365187714
AnytimeCafe,4.5,109.0,30.687912,76.737505,Restaurant,Cafe,0,0,3324.8,4.433035714285714
90MListheSolution,4.4,229.0,30.687582,76.737815,Restaurant,Bar,0,0,3324.8,4.368965517241364
Barrelbells,4.1,7.0,30.687915,76.737543,Restaurant,Bar,0,0,3324.8,3.47
90MListheSolution,4.4,229.0,30.687582,76.737815,Restaurant,Pub,0,0,3324.8,4.368965517241364
ChineseWok,3.2,39.0,30.687806,76.737625,Restaurant,Buffet,0,0,3324.8,3.114285714285716
PizzaHood,4.6,324.0,30.687652,76.729717,Restaurant,Pizzeria,0,0,3324.8,4.576146788990808
BaskinRobbins,4.2,243.0,30.688184,76.737811,Restaurant,IceCreamParlor,0,0,3324.8,4.173170731707335
Giani'sicecreammohali,4.0,13.0,30.688264,76.737731,Restaurant,IceCreamParlor,0,0,3324.8,3.625
DREAMWAFFLEPOINT,4.4,18.0,30.688629,76.737525,Restaurant,IceCreamParlor,0,0,3324.8,4.057142857142857
MiyaonRestaurant,3.2,544.0,30.686175,76.727219,Restaurant,FineDining,0,0,3324.8,3.1934186471663915
BBQTONIGHT,5.0,1.0,30.688325,76.7377,Restaurant,Buffet,0,0,3324.8,2.75
McDonald's,3.6,261.0,30.67963,76.721832,Restaurant,FastFood,0,0,3324.8,3.581818181818197
ArtofLivingTempleofKnowledge-KashiVishwanathDevasthanam,4.7,119.0,30.68909,76.728889,PilgrimagePlace,Temple,0,0,3324.8,4.633606557377046
MaaDurgaMandirSector68Mohali,4.7,239.0,30.683823,76.723628,PilgrimagePlace,Temple,0,0,3324.8,4.666528925619855
ShreeBadriNarayanTemple,4.6,54.0,30.685175,76.705725,PilgrimagePlace,Temple,0,0,3324.8,4.463157894736838
MohaliBibleChurch,4.5,30.0,30.687283,76.727981,PilgrimagePlace,Church,0,0,3324.8,4.2727272727272725
GurdwaraSahibPindKumbra(BadaGurudwara),4.5,35.0,30.688568,76.727174,PilgrimagePlace,Gurudwara,0,0,3324.8,4.302631578947368
ArtofLivingTempleofKnowledge-KashiVishwanathDevasthanam,4.7,119.0,30.68909,76.728889,EventVenue,ConferenceCenter,0,0,3324.8,4.633606557377046
Sector67Market,5.0,1.0,30.681226,76.728911,Transportation,BusStop,0,0,3324.8,2.75
Sector64/63,5.0,1.0,30.688715,76.736875,Transportation,BusStop,0,0,3324.8,2.75
ChokePullBusStop,5.0,1.0,30.686585,76.732944,Transportation,BusStop,0,0,3324.8,2.75
WaraichTaxiStand,4.8,90.0,30.687509,76.737874,Transportation,TaxiStand,0,0,3324.8,4.709677419354846
Sector68/67,5.0,1.0,30.687284,76.731975,Transportation,RailwayStation,0,0,3324.8,2.75
CityPark,5.0,1.0,30.687488,76.730614,Transportation,RailwayStation,0,0,3324.8,2.75
MakeMyTripIndiaPrivateLimited,3.9,9.0,30.687917,76.737649,Transportation,Airport,0,0,3324.8,3.4249999999999994
SubPostOfficesector67NIPERCampusMohali,3.0,33.0,30.682837,76.735546,GovernmentBuilding,PostOffice,0,0,3324.8,2.9166666666666665
IndiaPost-Sohana,3.6,26.0,30.688785,76.704439,GovernmentBuilding,PostOffice,0,0,3324.8,3.4344827586206885
Sector66PoliceStation,5.0,1.0,30.676815,76.735271,GovernmentBuilding,PoliceStation,0,0,3324.8,2.75
StateBankOfIndiaATM,4.3,3.0,30.682181,76.736349,FinancialInstitution,ATM,0,0,3324.8,3.15
StateBankOfIndiaATM,3.2,13.0,30.681125,76.728328,FinancialInstitution,ATM,0,0,3324.8,2.975
AxisBankATM,5.0,1.0,30.680355,76.73824,FinancialInstitution,ATM,0,0,3324.8,2.75
FATbitTechnologies,4.5,57.0,30.680948,76.727487,FinancialInstitution,InvestmentFirm,0,0,3324.8,4.375
MITTALDENTALCAREANDIMPLANTCENTRE|BestDentalClinicInMohali,4.9,68.0,30.690205,76.727036,Hospital,DentalClinic,0,0,3324.8,4.777464788732392
CityPark,4.3,4298.0,30.687488,76.730614,Entertainment,AmusementPark,0,0,3324.8,4.298395721924787
ThePumpHouseGym,4.8,173.0,30.687923,76.737537,Fitness&Wellness,Gym,0,0,3324.8,4.7522727272727145
YoKalp,4.8,123.0,30.685425,76.721472,Fitness&Wellness,YogaStudio,0,0,3324.8,4.733333333333334
GurukulYogainstructor'sprovider,5.0,14.0,30.684958,76.724595,Fitness&Wellness,YogaStudio,0,0,3324.8,4.470588235294118
DevaEternalYoga,5.0,6.0,30.679577,76.729452,Fitness&Wellness,YogaStudio,0,0,3324.8,4.0
ThePumpHouseGym,4.8,173.0,30.687923,76.737537,Fitness&Wellness,YogaStudio,0,0,3324.8,4.7522727272727145
Fitness7GymChain|BestgyminSector68Mohali,4.7,132.0,30.685225,76.721355,Fitness&Wellness,Gym,0,0,3324.8,4.6400000000000015
BurnGymPhase9Mohali,4.6,659.0,30.69031,76.732967,Fitness&Wellness,Gym,0,0,3324.8,4.588217522658556
OctaneFitnessSector68Mohali,4.6,430.0,30.684511,76.722169,Fitness&Wellness,Gym,0,0,3324.8,4.581986143187032
ProUltimateGyms,4.6,662.0,30.679605,76.724918,Fitness&Wellness,Gym,0,0,3324.8,4.588270676691675
PowerhouseGymMohali|BestGyminMohali,4.7,111.0,30.67622,76.724359,Fitness&Wellness,Gym,0,0,3324.8,4.628947368421046
"Alldonelaundromat&Drycleaning(Mohali,Punjab)",4.4,7.0,30.681562,76.718687,PersonalCare,Laundry,0,0,3324.8,3.68
HairSolution-UnisexSalonMohali,4.8,143.0,30.689445,76.725375,PersonalCare,HairSalon,0,0,3324.8,4.742465753424652
JawedHabibHair&BeautySalon,4.1,255.0,30.687258,76.737985,PersonalCare,HairSalon,0,0,3324.8,4.07558139534885
RohanDryCleaner&LaundryServices,4.9,10.0,30.684915,76.720972,PersonalCare,Laundry,0,0,3324.8,4.23076923076923
CityPark,4.3,4298.0,30.687488,76.730614,OutdoorSpace,Park,0,0,3324.8,4.298395721924787
GDGoenkaPublicSchool,4.6,13.0,30.687767,76.715867,EducationalInstitute,School,0,0,3324.8,4.112500000000001
LearningPathsSchool,4.3,180.0,30.6802,76.728955,EducationalInstitute,School,0,0,3324.8,4.262295081967203
Chandigarh,5.0,1.0,30.684958,76.724595,EducationalInstitute,College,0,0,3324.8,2.75
NIPERAdminBuilding,4.6,21.0,30.682848,76.73261,EducationalInstitute,University,0,0,3324.8,4.274999999999999
SMPIC,4.3,3.0,30.682402,76.731635,EducationalInstitute,University,0,0,3324.8,3.15
ShankarSchoolOfMusic,4.9,171.0,30.687943,76.737523,EducationalInstitute,MusicSchool,0,0,3324.8,4.849999999999986
AGClasses-MathsandScienceCoaching,5.0,231.0,30.685766,76.730521,EducationalInstitute,TuitionCenter,0,0,3324.8,4.961538461538462
ARMAANDRIVINGSCHOOL(Govt.Registered),4.9,96.0,30.687953,76.737507,EducationalInstitute,DrivingSchool,0,0,3324.8,4.8121212121212045
