Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category,Row,Column,Population,Rating_by_Audience
HarpalMotors,4.8,4.0,30.68676,76.760677,FuelStation,LPGStation,0,21,9049.2,3.6
Battar&Crumbs,5.0,1.0,30.689425,76.760884,Restaurant,IceCreamParlor,0,21,9049.2,2.75
LAKHWINDERCHOLEKULCHA,5.0,1.0,30.684067,76.761091,Restaurant,Cafe,0,21,9049.2,2.75
CarWash,4.1,133.0,30.683698,76.76056,Restaurant,Bar,0,21,9049.2,4.053676470588245
Seekandsavethelostministry,3.0,3.0,30.67974,76.761064,PilgrimagePlace,Church,0,21,9049.2,2.5
DhillonServicestation,5.0,1.0,30.685106,76.760723,Transportation,RailwayStation,0,21,9049.2,2.75
FriendsAutoCarWorkshop,5.0,1.0,30.685189,76.760835,Transportation,RailwayStation,0,21,9049.2,2.75
carparking,2.3,3.0,30.689966,76.761184,Transportation,Airport,0,21,9049.2,2.15
DhillonServicestation,4.1,45.0,30.685106,76.760723,Transportation,RailwayStation,0,21,9049.2,3.968749999999997
FriendsAutoCarWorkshop,4.0,1.0,30.685189,76.760835,Transportation,RailwayStation,0,21,9049.2,2.5
BawaStudio,5.0,1.0,30.683604,76.760512,Entertainment,MovieTheater,0,21,9049.2,2.75
"BanyanTreeSchool,Chandigarh|BestSchoolinChandigarh",4.3,200.0,30.689737,76.761179,EducationalInstitute,University,0,21,9049.2,4.266009852216735
UrbanDanceStudio,5.0,6.0,30.682739,76.761036,EducationalInstitute,ArtSchool,0,21,9049.2,4.0
"BanyanTreeSchool,Chandigarh|BestSchoolinChandigarh",4.3,200.0,30.689737,76.761179,EducationalInstitute,ArtSchool,0,21,9049.2,4.266009852216735
"BanyanTreeSchool,Chandigarh|BestSchoolinChandigarh",4.3,200.0,30.689737,76.761179,EducationalInstitute,MusicSchool,0,21,9049.2,4.266009852216735
UrbanDanceStudio,5.0,6.0,30.682739,76.761036,EducationalInstitute,DanceSchool,0,21,9049.2,4.0
"BanyanTreeSchool,Chandigarh|BestSchoolinChandigarh",4.3,200.0,30.689737,76.761179,EducationalInstitute,School,0,21,9049.2,4.266009852216735
JainPaint&HardwareStore,4.8,12.0,30.683814,76.760742,Shop,HardwareStore,0,21,9049.2,4.239999999999999
KuldipMedicalStore,5.0,3.0,30.684849,76.760746,Shop,Pharmacy,0,21,9049.2,3.5
MOOCHGARMENTS,4.6,15.0,30.684129,76.76058,Shop,Clothing,0,21,9049.2,4.166666666666667
shivaaudiovideo,5.0,144.0,30.683998,76.760891,Shop,Electronics,0,21,9049.2,4.938775510204081
